Date (YYYY-MM-DD),Carrier Code,Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
2023-01-12,DL,665,N337NW,ATL,306
2023-01-12,DL,683,N555NW,SLC,4
2023-01-12,DL,687,N361NW,ATL,0
2023-01-12,DL,759,N327NW,ATL,160
2023-01-12,DL,967,N327NW,ATL,1
2023-01-12,DL,972,N326NB,ATL,1
2023-01-12,DL,1237,N314NB,MSP,-8
2023-01-12,DL,1442,N329NW,DTW,-2
2023-01-12,DL,2309,N364NW,MSP,-5
2023-01-12,DL,2436,N360NB,MSP,7
2023-01-12,DL,2442,N141DU,MSP,-4
2023-01-12,DL,2476,N336DX,DTW,6
2023-01-12,DL,2560,N301NB,MSP,-7
2023-01-12,DL,2676,N347DN,DTW,-5
2023-01-12,DL,2832,N350NA,ATL,11
2023-01-12,DL,2847,N373NW,DTW,-7
2023-01-12,DL,2849,N359NB,DTW,-6
2024-01-12,DL,330,N333NW,ATL,-1
2024-01-12,DL,343,N370NW,ATL,2
2024-01-12,DL,380,N341NW,ATL,2
2024-01-12,DL,392,N702TW,LAX,-2
2024-01-12,DL,410,N367NW,ATL,-7
2024-01-12,DL,426,N365NW,ATL,-14
2024-01-12,DL,455,N378NW,ATL,-2
2024-01-12,DL,507,N341NW,ATL,0
2024-01-12,DL,553,N535DN,SLC,101
2024-01-12,DL,832,N377NW,ATL,39
2024-01-12,DL,950,N340NW,ATL,29
2024-01-12,DL,1003,N352NW,MCO,34
2024-01-12,DL,1019,N331NB,MSP,8
2024-01-12,DL,1064,N331NB,MSP,-4
2024-01-12,DL,1085,N325NB,DTW,-6
2024-01-12,DL,1138,N339NB,MSP,17
2024-01-12,DL,1193,N375NC,MSP,-1
2024-01-12,DL,1212,N345NW,ATL,5
2024-01-12,DL,1326,N315DU,DTW,979
2024-01-12,DL,1493,N347NB,MSP,9
2024-01-12,DL,1651,N360NW,DTW,0
2024-01-12,DL,2351,N352NW,MCO,4
2024-01-12,DL,2525,N328NW,ATL,59
2024-01-12,DL,2576,N374NW,MIA,8
2024-01-12,DL,2849,N351NB,DTW,-4
2020-01-13,DL,431,N354NW,DTW,-10
2020-01-13,DL,832,N676DL,SLC,-3
2020-01-13,DL,839,N335NW,ATL,-7
2020-01-13,DL,952,N360DN,MSP,-13
2020-01-13,DL,1139,N388DN,ATL,14
2020-01-13,DL,1167,N349DX,DTW,-5
2020-01-13,DL,1376,N324NB,MSP,-6
2020-01-13,DL,1421,N368DN,DTW,-5
2020-01-13,DL,1464,N339NB,MSP,-4
2020-01-13,DL,1515,N301DV,MSP,-7
2020-01-13,DL,1631,N702TW,LAX,-10
2020-01-13,DL,1764,N346NB,MSP,-10
2020-01-13,DL,1790,N891AT,DTW,9
2020-01-13,DL,1960,N355NW,DTW,-4
2020-01-13,DL,1963,N376DN,ATL,13
2020-01-13,DL,2086,N922AT,JFK,-6
2020-01-13,DL,2238,N357DN,ATL,-4
2020-01-13,DL,2267,N301NB,DTW,-1
2020-01-13,DL,2349,N319DN,ATL,-4
2020-01-13,DL,2409,N322DN,MSP,-6
2020-01-13,DL,2594,N345DN,ATL,-9
2020-01-13,DL,2595,N324US,ATL,18
2020-01-13,DL,2602,N351DN,ATL,-7
2020-01-13,DL,2638,N381DZ,ATL,-5
2020-01-13,DL,2799,N384DN,ATL,-3
2020-01-13,DL,2811,N302DN,ATL,-4
2020-01-13,DL,2909,N308DN,ATL,-5
2020-01-13,DL,2945,N368NW,DTW,-6
2021-01-13,DL,317,N541US,LAX,-9
2021-01-13,DL,416,N337DN,ATL,-2
2021-01-13,DL,432,N352DN,ATL,-6
2021-01-13,DL,440,N345NW,ATL,40
2021-01-13,DL,457,N322DN,ATL,-5
2021-01-13,DL,464,N343DN,ATL,-2
2021-01-13,DL,777,N3764D,SLC,-7
2021-01-13,DL,1559,N339NB,DTW,-8
2021-01-13,DL,2006,N339NB,DTW,-6
2021-01-13,DL,2226,N345NW,ATL,0
2021-01-13,DL,2276,N346NB,DTW,-4
2022-01-13,DL,306,N129DN,ATL,-7
2022-01-13,DL,307,N357NB,ATL,-6
2022-01-13,DL,342,N706TW,LAX,5
2022-01-13,DL,361,N329DN,ATL,-7
2022-01-13,DL,395,N319US,ATL,-7
2022-01-13,DL,418,N355DN,ATL,-4
2022-01-13,DL,457,N371NW,ATL,-4
2022-01-13,DL,459,N332DN,ATL,0
2022-01-13,DL,464,N320US,ATL,-6
2022-01-13,DL,528,N363NW,ATL,-7
2022-01-13,DL,538,N391DN,ATL,2
2022-01-13,DL,760,N699DL,SLC,15
2022-01-13,DL,1343,N348NB,MSP,-6
2022-01-13,DL,1530,N331NW,DTW,-7
2022-01-13,DL,1637,N375DN,DTW,-14
2022-01-13,DL,1740,N344NW,MSP,-5
2022-01-13,DL,2244,N321DH,MSP,-7
2022-01-13,DL,2289,N360NB,MSP,-4
2022-01-13,DL,2623,N117DU,DTW,-6
2022-01-13,DL,2660,N393DN,ATL,2
2022-01-13,DL,2675,N375NC,MSP,-4
2022-01-13,DL,2885,N301DU,DTW,-3
2022-01-13,DL,2995,N362DN,DTW,-4
2023-01-13,DL,316,N356NW,ATL,149
2023-01-13,DL,380,N723TW,LAX,-4
2023-01-13,DL,392,N336NW,ATL,65
2023-01-13,DL,410,N371DN,ATL,0
2023-01-13,DL,455,N336NW,ATL,-3
2023-01-13,DL,513,N361NW,ATL,-1
2023-01-13,DL,665,N375NC,ATL,1
2023-01-13,DL,683,N508DA,SLC,13
2023-01-13,DL,687,N355NW,ATL,-8
2023-01-13,DL,759,N327NW,ATL,40
2023-01-13,DL,967,N366NW,ATL,-2
2023-01-13,DL,972,N317US,ATL,55
2023-01-13,DL,1237,N359NB,MSP,72
2023-01-13,DL,1442,N331NW,DTW,-4
2023-01-13,DL,2309,N338NW,MSP,4
2023-01-13,DL,2436,N328NB,MSP,-6
2023-01-13,DL,2442,N106DU,MSP,15
2023-01-13,DL,2476,N393DN,DTW,47
2023-01-13,DL,2560,N314NB,MSP,-6
2023-01-13,DL,2676,N317DN,DTW,2
2023-01-13,DL,2832,N366NW,ATL,44
2023-01-13,DL,2847,N350NA,DTW,-6
2023-01-13,DL,2849,N364NB,DTW,-2
2024-01-13,DL,330,N336NW,ATL,-4
2024-01-13,DL,359,N992AT,MSP,119
2024-01-13,DL,380,N370NW,ATL,73
2024-01-13,DL,392,N705TW,LAX,0
2024-01-13,DL,410,N345NW,ATL,-1
2024-01-13,DL,426,N328NW,ATL,-4
2024-01-13,DL,455,N352NW,ATL,-3
2024-01-13,DL,507,N370NW,ATL,-7
2024-01-13,DL,553,N507DZ,SLC,-3
2024-01-13,DL,950,N350NA,ATL,-6
2024-01-13,DL,1003,N349NW,MCO,3
2024-01-13,DL,1138,N131DU,MSP,171
2024-01-13,DL,1193,N356NW,MSP,0
2024-01-13,DL,1212,N349NW,ATL,-3
2024-01-13,DL,1493,N370NB,MSP,-7
2024-01-13,DL,1651,N362NW,DTW,304
2024-01-13,DL,2351,N365NW,MCO,-2
2024-01-13,DL,2525,N364NW,ATL,-7
2024-01-13,DL,2576,N361NW,MIA,6
2020-01-14,DL,431,N353NW,DTW,-12
2020-01-14,DL,832,N678DL,SLC,-3
2020-01-14,DL,839,N320US,ATL,-5
2020-01-14,DL,952,N380DN,MSP,-5
2020-01-14,DL,1139,N335DN,ATL,-6
2020-01-14,DL,1167,N354DN,DTW,-8
2020-01-14,DL,1376,N346NB,MSP,-5
2020-01-14,DL,1421,N341DN,DTW,-5
2020-01-14,DL,1464,N341NB,MSP,-5
2020-01-14,DL,1515,N382DN,MSP,-7
2020-01-14,DL,1631,N711ZX,LAX,-2
2020-01-14,DL,1764,N339NB,MSP,-3
2020-01-14,DL,1790,N925AT,DTW,30
2020-01-14,DL,1960,N362NW,DTW,-4
2020-01-14,DL,1963,N369DN,ATL,-4
2020-01-14,DL,2086,N944AT,JFK,-8
2020-01-14,DL,2238,N324US,ATL,1
2020-01-14,DL,2267,N332NB,DTW,-3
2020-01-14,DL,2349,N312DN,ATL,-3
2020-01-14,DL,2409,N378DN,MSP,-3
2020-01-14,DL,2594,N340DN,ATL,-6
2020-01-14,DL,2595,N348NW,ATL,-12
2020-01-14,DL,2602,N332DN,ATL,-7
2020-01-14,DL,2638,N304DN,ATL,-8
2020-01-14,DL,2799,N396DN,ATL,-7
2020-01-14,DL,2811,N357DN,ATL,-1
2020-01-14,DL,2909,N312DN,ATL,-9
2020-01-14,DL,2945,N334NW,DTW,-5
2021-01-14,DL,317,N537US,LAX,-5
2021-01-14,DL,416,N357DN,ATL,-5
2021-01-14,DL,432,N321DH,ATL,4
2021-01-14,DL,440,N331NW,ATL,-6
2021-01-14,DL,457,N384DN,ATL,-5
2021-01-14,DL,464,N320US,ATL,-1
2021-01-14,DL,476,N359DN,ATL,-10
2021-01-14,DL,777,N3764D,SLC,-5
2021-01-14,DL,1559,N338NB,DTW,-8
2021-01-14,DL,2006,N338NB,DTW,-7
2021-01-14,DL,2226,N377NW,ATL,-4
2021-01-14,DL,2276,N329NB,DTW,-7
2022-01-14,DL,306,N346DN,ATL,-4
2022-01-14,DL,307,N370DN,ATL,-5
2022-01-14,DL,342,N717TW,LAX,-3
2022-01-14,DL,361,N338DN,ATL,-7
2022-01-14,DL,395,N352NW,ATL,-5
2022-01-14,DL,418,N104DN,ATL,-1
2022-01-14,DL,457,N320US,ATL,-4
2022-01-14,DL,459,N129DN,ATL,32
2022-01-14,DL,464,N340NW,ATL,3
2022-01-14,DL,528,N353NW,ATL,-7
2022-01-14,DL,538,N121DZ,ATL,-2
2022-01-14,DL,760,N6711M,SLC,2
2022-01-14,DL,1343,N353NB,MSP,8
2022-01-14,DL,1530,N332NW,DTW,-7
2022-01-14,DL,1637,N391DN,DTW,-10
2022-01-14,DL,1740,N336NW,MSP,-5
2022-01-14,DL,2244,N123DW,MSP,51
2022-01-14,DL,2289,N365NB,MSP,-6
2022-01-14,DL,2623,N124DU,DTW,4
2022-01-14,DL,2660,N124DX,ATL,-1
2022-01-14,DL,2675,N335NW,MSP,-5
2022-01-14,DL,2885,N109DU,DTW,-11
2022-01-14,DL,2995,N125DN,DTW,0
2023-01-14,DL,316,N356NW,ATL,-3
2023-01-14,DL,380,N727TW,LAX,-1
2023-01-14,DL,410,N366DX,ATL,-3
2023-01-14,DL,455,N329NW,ATL,3
2023-01-14,DL,513,N329NW,ATL,-3
2023-01-14,DL,665,N325US,ATL,-6
2023-01-14,DL,683,N516DA,SLC,-2
2023-01-14,DL,759,N336NW,ATL,0
2023-01-14,DL,967,N319US,ATL,-4
2023-01-14,DL,972,N341NW,ATL,-5
2023-01-14,DL,1237,N104DU,MSP,-2
2023-01-14,DL,1442,N327NW,DTW,-7
2023-01-14,DL,2309,N369NW,MSP,52
2023-01-14,DL,2436,N338NB,MSP,-2
2023-01-14,DL,2442,N307DU,MSP,-11
2023-01-14,DL,2476,N117DX,DTW,-8
2023-01-14,DL,2560,N359NW,MSP,-5
2023-01-14,DL,2832,N341NW,ATL,4
2023-01-14,DL,2847,N329NB,DTW,-10
2023-01-14,DL,2849,N329NB,DTW,-6
2024-01-14,DL,330,N365NW,ATL,-13
2024-01-14,DL,343,N340NW,ATL,-1
2024-01-14,DL,380,N349NW,ATL,-4
2024-01-14,DL,392,N707TW,LAX,-1
2024-01-14,DL,410,N349NW,ATL,-10
2024-01-14,DL,426,N351NW,ATL,-7
2024-01-14,DL,455,N364NW,ATL,33
2024-01-14,DL,507,N354NW,ATL,-3
2024-01-14,DL,553,N512DE,SLC,13
2024-01-14,DL,832,N357NW,ATL,-13
2024-01-14,DL,950,N349NW,ATL,6
2024-01-14,DL,1003,N357NW,MCO,-2
2024-01-14,DL,1019,N338NB,MSP,-5
2024-01-14,DL,1064,N359NB,MSP,-7
2024-01-14,DL,1085,N358NB,DTW,47
2024-01-14,DL,1138,N331NB,MSP,37
2024-01-14,DL,1193,N333NB,MSP,-8
2024-01-14,DL,1212,N340NW,ATL,98
2024-01-14,DL,1493,N339NB,MSP,-13
2024-01-14,DL,1651,N335NW,DTW,50
2024-01-14,DL,2351,N320US,MCO,-4
2024-01-14,DL,2525,N357NW,ATL,0
2024-01-14,DL,2576,N337NW,MIA,-6
2024-01-14,DL,2849,N366NB,DTW,76
2020-01-15,DL,431,N312US,DTW,-10
2020-01-15,DL,832,N660DL,SLC,0
2020-01-15,DL,839,N342NW,ATL,-7
2020-01-15,DL,952,N351DN,MSP,-5
2020-01-15,DL,1139,N392DN,ATL,-1
2020-01-15,DL,1167,N359DN,DTW,3
2020-01-15,DL,1376,N358NB,MSP,-5
2020-01-15,DL,1421,N388DN,DTW,-7
2020-01-15,DL,1464,N339NB,MSP,-11
2020-01-15,DL,1515,N360DN,MSP,-6
2020-01-15,DL,1631,N712TW,LAX,-9
2020-01-15,DL,1764,N341NB,MSP,-7
2020-01-15,DL,1790,N938AT,DTW,-2
2020-01-15,DL,1960,N362NW,DTW,-6
2020-01-15,DL,1963,N328DN,ATL,-2
2020-01-15,DL,2086,N955AT,JFK,0
2020-01-15,DL,2238,N342DN,ATL,-3
2020-01-15,DL,2267,N323NB,DTW,-7
2020-01-15,DL,2349,N344DN,ATL,16
2020-01-15,DL,2409,N371DN,MSP,29
2020-01-15,DL,2594,N312DN,ATL,-16
2020-01-15,DL,2595,N357NW,ATL,-8
2020-01-15,DL,2602,N343DN,ATL,-7
2020-01-15,DL,2638,N393DN,ATL,-6
2020-01-15,DL,2799,N320DN,ATL,1
2020-01-15,DL,2811,N333DX,ATL,-3
2020-01-15,DL,2909,N314DN,ATL,-7
2020-01-15,DL,2945,N328NW,DTW,-8
2021-01-15,DL,317,N540US,LAX,-5
2021-01-15,DL,416,N315DN,ATL,-6
2021-01-15,DL,432,N359DN,ATL,-3
2021-01-15,DL,440,N365NW,ATL,-5
2021-01-15,DL,457,N368NW,ATL,-2
2021-01-15,DL,464,N337DN,ATL,-5
2021-01-15,DL,476,N391DN,ATL,-2
2021-01-15,DL,777,N383DN,SLC,10
2021-01-15,DL,1559,N359NB,DTW,96
2021-01-15,DL,2006,N359NB,DTW,4
2021-01-15,DL,2226,N334NW,ATL,2
2021-01-15,DL,2276,N315NB,DTW,-7
2022-01-15,DL,306,N348DN,ATL,-5
2022-01-15,DL,307,N352DN,ATL,-1
2022-01-15,DL,342,N702TW,LAX,6
2022-01-15,DL,418,N340NW,ATL,-7
2022-01-15,DL,457,N370NW,ATL,-6
2022-01-15,DL,459,N349DX,ATL,-5
2022-01-15,DL,464,N373NW,ATL,-5
2022-01-15,DL,528,N369NW,ATL,-6
2022-01-15,DL,538,N342DN,ATL,-8
2022-01-15,DL,760,N675DL,SLC,59
2022-01-15,DL,1343,N355NB,MSP,-8
2022-01-15,DL,1530,N130DU,DTW,-7
2022-01-15,DL,1740,N334NB,MSP,-7
2022-01-15,DL,2244,N370NB,MSP,-6
2022-01-15,DL,2289,N124DU,MSP,-6
2022-01-15,DL,2623,N110DU,DTW,-17
2022-01-15,DL,2660,N356DN,ATL,-3
2022-01-15,DL,2675,N361NB,MSP,-1
2022-01-15,DL,2885,N113DQ,DTW,-5
2022-01-15,DL,2995,N317NB,DTW,-6
2023-01-15,DL,316,N361NW,ATL,-3
2023-01-15,DL,380,N702TW,LAX,62
2023-01-15,DL,410,N342NW,ATL,-7
2023-01-15,DL,455,N325NB,ATL,1
2023-01-15,DL,513,N376NW,ATL,-5
2023-01-15,DL,665,N356NW,ATL,2
2023-01-15,DL,683,N508DA,SLC,4
2023-01-15,DL,687,N320NB,ATL,-12
2023-01-15,DL,759,N336NW,ATL,14
2023-01-15,DL,967,N336NW,ATL,2
2023-01-15,DL,972,N378NW,ATL,-7
2023-01-15,DL,1237,N371NB,MSP,-3
2023-01-15,DL,1442,N337NW,DTW,-10
2023-01-15,DL,2309,N334NW,MSP,-9
2023-01-15,DL,2436,N338NB,MSP,4
2023-01-15,DL,2442,N136DQ,MSP,-5
2023-01-15,DL,2476,N398DN,DTW,-4
2023-01-15,DL,2560,N359NW,MSP,-9
2023-01-15,DL,2676,N301DV,DTW,-3
2023-01-15,DL,2832,N319US,ATL,27
2023-01-15,DL,2847,N339NW,DTW,-2
2023-01-15,DL,2849,N339NW,DTW,-6
2024-01-15,DL,330,N324US,ATL,140
2024-01-15,DL,343,N375NC,ATL,0
2024-01-15,DL,380,N331NW,ATL,152
2024-01-15,DL,392,N702TW,LAX,49
2024-01-15,DL,410,N331NW,ATL,-4
2024-01-15,DL,426,N351NW,ATL,130
2024-01-15,DL,455,N320US,ATL,0
2024-01-15,DL,507,N323US,ATL,350
2024-01-15,DL,553,N513DA,SLC,-5
2024-01-15,DL,832,N375NC,ATL,105
2024-01-15,DL,950,N331NW,ATL,267
2024-01-15,DL,1003,N325US,MCO,160
2024-01-15,DL,1019,N323NB,MSP,446
2024-01-15,DL,1064,N323NB,MSP,135
2024-01-15,DL,1085,N358NB,DTW,122
2024-01-15,DL,1138,N359NB,MSP,0
2024-01-15,DL,1193,N371NB,MSP,-7
2024-01-15,DL,1212,N320US,ATL,12
2024-01-15,DL,1326,N313DU,DTW,0
2024-01-15,DL,1493,N350NA,MSP,0
2024-01-15,DL,1534,N325US,ATL,0
2024-01-15,DL,1651,N364NW,DTW,73
2024-01-15,DL,2351,N375NC,MCO,0
2024-01-15,DL,2463,N321US,MIA,0
2024-01-15,DL,2849,N326NB,DTW,0
2020-01-16,DL,431,N331NW,DTW,5
2020-01-16,DL,832,N683DA,SLC,5
2020-01-16,DL,839,N324US,ATL,-3
2020-01-16,DL,952,N366DX,MSP,-9
2020-01-16,DL,1139,N393DN,ATL,-1
2020-01-16,DL,1167,N369DN,DTW,-5
2020-01-16,DL,1376,N341NB,MSP,-4
2020-01-16,DL,1421,N329DN,DTW,-4
2020-01-16,DL,1464,N334NB,MSP,-4
2020-01-16,DL,1515,N382DN,MSP,-5
2020-01-16,DL,1631,N702TW,LAX,-1
2020-01-16,DL,1764,N339NB,MSP,5
2020-01-16,DL,1790,N950AT,DTW,-3
2020-01-16,DL,1960,N340NW,DTW,-4
2020-01-16,DL,1963,N338DN,ATL,-3
2020-01-16,DL,2086,N921AT,JFK,-1
2020-01-16,DL,2238,N358DN,ATL,3
2020-01-16,DL,2267,N328NB,DTW,-9
2020-01-16,DL,2349,N355DN,ATL,31
2020-01-16,DL,2409,N377DN,MSP,0
2020-01-16,DL,2594,N379DN,ATL,-3
2020-01-16,DL,2595,N360NW,ATL,-5
2020-01-16,DL,2602,N340DN,ATL,1
2020-01-16,DL,2638,N397DN,ATL,-4
2020-01-16,DL,2799,N330DX,ATL,-2
2020-01-16,DL,2811,N376DN,ATL,0
2020-01-16,DL,2909,N387DN,ATL,-5
2020-01-16,DL,2945,N353NW,DTW,-3
2021-01-16,DL,317,N547US,LAX,-5
2021-01-16,DL,416,N390DN,ATL,-5
2021-01-16,DL,432,N391DN,ATL,-7
2021-01-16,DL,440,N344NW,ATL,-5
2021-01-16,DL,457,N335NW,ATL,0
2021-01-16,DL,464,N392DN,ATL,-7
2021-01-16,DL,777,N3760C,SLC,-7
2021-01-16,DL,1559,N336NB,DTW,-8
2021-01-16,DL,2006,N359NB,DTW,-5
2021-01-16,DL,2226,N312US,ATL,-5
2022-01-16,DL,306,N127DN,ATL,-7
2022-01-16,DL,307,N127DN,ATL,0
2022-01-16,DL,342,N706TW,LAX,0
2022-01-16,DL,395,N377NW,ATL,-1
2022-01-16,DL,418,N389DN,ATL,173
2022-01-16,DL,459,N129DN,ATL,48
2022-01-16,DL,464,N356NW,ATL,0
2022-01-16,DL,528,N378NW,ATL,-4
2022-01-16,DL,538,N313DN,ATL,-16
2022-01-16,DL,760,N667DN,SLC,0
2022-01-16,DL,1343,N137DU,MSP,1011
2022-01-16,DL,1530,N364NB,DTW,-4
2022-01-16,DL,1637,N117DU,DTW,0
2022-01-16,DL,1740,N365NW,MSP,-6
2022-01-16,DL,2244,N370NB,MSP,0
2022-01-16,DL,2289,N360NB,MSP,-8
2022-01-16,DL,2623,N128DU,DTW,287
2022-01-16,DL,2660,N389DN,ATL,0
2022-01-16,DL,2675,N375NC,MSP,-5
2022-01-16,DL,2885,N139DU,DTW,-8
2022-01-16,DL,2995,N364NB,DTW,0
2023-01-16,DL,316,N319US,ATL,-3
2023-01-16,DL,380,N702TW,LAX,-4
2023-01-16,DL,392,N371NW,ATL,19
2023-01-16,DL,410,N372DN,ATL,-2
2023-01-16,DL,455,N328NW,ATL,1
2023-01-16,DL,513,N332NW,ATL,-7
2023-01-16,DL,665,N317US,ATL,54
2023-01-16,DL,683,N501DA,SLC,18
2023-01-16,DL,687,N336NW,ATL,1
2023-01-16,DL,759,N336NW,ATL,5
2023-01-16,DL,967,N329NW,ATL,-2
2023-01-16,DL,972,N333NW,ATL,-6
2023-01-16,DL,1237,N314NB,MSP,-1
2023-01-16,DL,1442,N331NW,DTW,-2
2023-01-16,DL,2309,N355NW,MSP,-8
2023-01-16,DL,2436,N344NB,MSP,-1
2023-01-16,DL,2442,N136DQ,MSP,3
2023-01-16,DL,2476,N301DV,DTW,-4
2023-01-16,DL,2560,N357NW,MSP,-1
2023-01-16,DL,2676,N103DY,DTW,34
2023-01-16,DL,2832,N329NW,ATL,19
2023-01-16,DL,2847,N327NW,DTW,-3
2023-01-16,DL,2849,N366NB,DTW,-4
2024-01-16,DL,330,N377NW,ATL,0
2024-01-16,DL,343,N331NW,ATL,0
2024-01-16,DL,380,N351NW,ATL,0
2024-01-16,DL,392,N702TW,LAX,5
2024-01-16,DL,410,N351NW,ATL,0
2024-01-16,DL,426,N335NW,ATL,-8
2024-01-16,DL,455,N336NW,ATL,0
2024-01-16,DL,507,N359NW,ATL,138
2024-01-16,DL,553,N544DN,SLC,40
2024-01-16,DL,832,N365NW,ATL,0
2024-01-16,DL,950,N351NW,ATL,74
2024-01-16,DL,1003,N350NA,MCO,0
2024-01-16,DL,1019,N333NB,MSP,49
2024-01-16,DL,1064,N349NB,MSP,31
2024-01-16,DL,1085,N358NB,DTW,0
2024-01-16,DL,1138,N345NB,MSP,18
2024-01-16,DL,1193,N338NB,MSP,0
2024-01-16,DL,1212,N365NW,ATL,-5
2024-01-16,DL,1493,N336NW,MSP,-8
2024-01-16,DL,1534,N324US,ATL,28
2024-01-16,DL,1651,N370NW,DTW,29
2024-01-16,DL,2351,N350NA,MCO,0
2024-01-16,DL,2463,N312US,MIA,7
2024-01-16,DL,2849,N360NB,DTW,30
2020-01-17,DL,431,N345NW,DTW,0
2020-01-17,DL,832,N690DL,SLC,14
2020-01-17,DL,839,N358NW,ATL,-3
2020-01-17,DL,952,N361DN,MSP,35
2020-01-17,DL,1139,N397DN,ATL,2
2020-01-17,DL,1167,N394DX,DTW,-3
2020-01-17,DL,1376,N343NB,MSP,-3
2020-01-17,DL,1421,N333DX,DTW,-1
2020-01-17,DL,1464,N323NB,MSP,-11
2020-01-17,DL,1515,N384DN,MSP,2
2020-01-17,DL,1631,N712TW,LAX,-1
2020-01-17,DL,1764,N358NB,MSP,-6
2020-01-17,DL,1790,N939AT,DTW,-5
2020-01-17,DL,1960,N337NW,DTW,-7
2020-01-17,DL,1963,N314DN,ATL,-1
2020-01-17,DL,2086,N929AT,JFK,-1
2020-01-17,DL,2238,N331DN,ATL,-4
2020-01-17,DL,2267,N327NB,DTW,-4
2020-01-17,DL,2349,N379DN,ATL,-4
2020-01-17,DL,2409,N395DZ,MSP,-1
2020-01-17,DL,2594,N325DN,ATL,-2
2020-01-17,DL,2595,N317US,ATL,-3
2020-01-17,DL,2602,N345DN,ATL,0
2020-01-17,DL,2638,N363DN,ATL,-2
2020-01-17,DL,2799,N371DN,ATL,-3
2020-01-17,DL,2811,N317DN,ATL,-6
2020-01-17,DL,2909,N312DN,ATL,-4
2020-01-17,DL,2945,N312US,DTW,-2
2021-01-17,DL,317,N538US,LAX,-7
2021-01-17,DL,416,N393DN,ATL,-8
2021-01-17,DL,432,N391DN,ATL,-8
2021-01-17,DL,440,N335NW,ATL,-2
2021-01-17,DL,457,N373NW,ATL,-6
2021-01-17,DL,464,N348DN,ATL,-3
2021-01-17,DL,777,N3760C,SLC,-6
2021-01-17,DL,1003,N320US,MSP,-11
2021-01-17,DL,1559,N349NB,DTW,-6
2021-01-17,DL,2006,N342NB,DTW,-5
2021-01-17,DL,2226,N345NW,ATL,-2
2022-01-17,DL,306,N112DN,ATL,-5
2022-01-17,DL,307,N318DX,ATL,0
2022-01-17,DL,342,N706TW,LAX,104
2022-01-17,DL,361,N333DX,ATL,1
2022-01-17,DL,395,N319US,ATL,-3
2022-01-17,DL,418,N382DN,ATL,-5
2022-01-17,DL,457,N364NW,ATL,0
2022-01-17,DL,459,N112DN,ATL,10
2022-01-17,DL,464,N358NW,ATL,123
2022-01-17,DL,528,N320US,ATL,0
2022-01-17,DL,538,N325DN,ATL,-4
2022-01-17,DL,760,N667DN,SLC,85
2022-01-17,DL,1343,N321NB,MSP,23
2022-01-17,DL,1530,N351NW,DTW,-2
2022-01-17,DL,1637,N389DN,DTW,-5
2022-01-17,DL,1740,N356NW,MSP,0
2022-01-17,DL,2244,N362DN,MSP,-7
2022-01-17,DL,2289,N370NB,MSP,-6
2022-01-17,DL,2623,N116DU,DTW,-2
2022-01-17,DL,2660,N301DV,ATL,0
2022-01-17,DL,2675,N337NW,MSP,0
2022-01-17,DL,2885,N131DU,DTW,0
2022-01-17,DL,2995,N307DX,DTW,3
2023-01-17,DL,316,N372NW,ATL,-7
2023-01-17,DL,380,N702TW,LAX,17
2023-01-17,DL,392,N351NW,ATL,-4
2023-01-17,DL,410,N397DN,ATL,-6
2023-01-17,DL,455,N332NW,ATL,-6
2023-01-17,DL,513,N350NA,ATL,-6
2023-01-17,DL,665,N317US,ATL,-9
2023-01-17,DL,683,N521DT,SLC,-5
2023-01-17,DL,687,N350NA,ATL,-18
2023-01-17,DL,759,N378NW,ATL,-1
2023-01-17,DL,967,N378NW,ATL,-6
2023-01-17,DL,972,N317US,ATL,1
2023-01-17,DL,1237,N340NB,MSP,-5
2023-01-17,DL,1442,N324US,DTW,223
2023-01-17,DL,2309,N337NW,MSP,-7
2023-01-17,DL,2436,N331NB,MSP,132
2023-01-17,DL,2442,N136DQ,MSP,-11
2023-01-17,DL,2476,N350DN,DTW,-7
2023-01-17,DL,2560,N326NB,MSP,-8
2023-01-17,DL,2676,N336DX,DTW,-13
2023-01-17,DL,2832,N350NA,ATL,-10
2023-01-17,DL,2847,N360NW,DTW,-5
2023-01-17,DL,2849,N329NB,DTW,-19
2024-01-17,DL,343,N345NW,ATL,-1
2024-01-17,DL,380,N356NW,ATL,3
2024-01-17,DL,392,N705TW,LAX,1
2024-01-17,DL,410,N356NW,ATL,-8
2024-01-17,DL,426,N358NW,ATL,70
2024-01-17,DL,455,N361NW,ATL,-6
2024-01-17,DL,507,N354NW,ATL,-15
2024-01-17,DL,553,N513DA,SLC,2
2024-01-17,DL,832,N357NW,ATL,7
2024-01-17,DL,950,N356NW,ATL,-2
2024-01-17,DL,1003,N350NA,MCO,-7
2024-01-17,DL,1019,N361NB,MSP,-8
2024-01-17,DL,1064,N349NB,MSP,-4
2024-01-17,DL,1085,N358NB,DTW,-9
2024-01-17,DL,1138,N338NB,MSP,-4
2024-01-17,DL,1212,N321US,ATL,-7
2024-01-17,DL,1326,N945AT,DTW,141
2024-01-17,DL,1493,N369NW,MSP,-9
2024-01-17,DL,1534,N350NA,ATL,-8
2024-01-17,DL,1651,N375NC,DTW,-9
2024-01-17,DL,2351,N327NW,MCO,-1
2024-01-17,DL,2576,N361NW,MIA,-6
2024-01-17,DL,2849,N357NB,DTW,-7
2020-01-18,DL,832,N711ZX,SLC,-6
2020-01-18,DL,839,N352NW,ATL,-7
